id,cluster,spatial_split
LFU_29501404,9,spatial_train
LFU_29501405,9,spatial_holdout
LFU_29510149,5,spatial_holdout
LFU_29510657,3,spatial_holdout
LFU_29510999,9,spatial_holdout
LFU_29519002,5,spatial_holdout
LFU_29519012,3,spatial_holdout
LFU_29519013,9,spatial_holdout
LFU_29519017,3,spatial_train
LFU_29519020,5,spatial_holdout
LFU_29519021,9,spatial_holdout
LFU_29519023,5,spatial_holdout
LFU_29519026,5,spatial_holdout
LFU_29519030,5,spatial_holdout
LFU_29519040,5,spatial_holdout
LFU_29519042,9,spatial_holdout
LFU_29519045,5,spatial_holdout
LFU_29519047,5,spatial_holdout
LFU_30360035,1,spatial_holdout
LFU_30360036,1,spatial_holdout
LFU_30370039,2,spatial_train
LFU_30370040,2,spatial_holdout
LFU_30370046,5,spatial_holdout
LFU_30370047,2,spatial_train
LFU_30370048,2,spatial_holdout
LFU_30370060,5,spatial_train
LFU_30380005,9,spatial_holdout
LFU_30390001,5,spatial_holdout
LFU_30390010,9,spatial_holdout
LFU_30400558,6,spatial_holdout
LFU_30400566,6,spatial_holdout
LFU_30400574,2,spatial_holdout
LFU_30400580,6,spatial_holdout
LFU_30400591,6,spatial_holdout
LFU_30401381,7,spatial_holdout
LFU_30401382,1,spatial_holdout
LFU_30401383,7,spatial_holdout
LFU_30410700,1,spatial_holdout
LFU_30410900,1,spatial_holdout
LFU_30429033,2,spatial_holdout
LFU_30429034,2,spatial_holdout
LFU_30429043,6,spatial_holdout
LFU_30429044,6,spatial_holdout
LFU_30429045,6,spatial_holdout
LFU_30429065,5,spatial_holdout
LFU_30429066,5,spatial_holdout
LFU_30429067,5,spatial_holdout
LFU_30429068,5,spatial_holdout
LFU_30429666,5,spatial_holdout
LFU_30429700,9,spatial_holdout
LFU_30429701,9,spatial_holdout
LFU_30429750,7,spatial_holdout
LFU_30438393,5,spatial_holdout
LFU_30438394,5,spatial_holdout
LFU_30438395,5,spatial_holdout
LFU_30438402,6,spatial_holdout
LFU_30438404,6,spatial_holdout
LFU_30438511,6,spatial_holdout
LFU_30448600,9,spatial_holdout
LFU_30453790,5,spatial_holdout
LFU_30460968,2,spatial_holdout
LFU_30460969,2,spatial_holdout
LFU_30461768,2,spatial_holdout
LFU_30463568,2,spatial_holdout
LFU_30463569,2,spatial_holdout
LFU_30470030,5,spatial_holdout
LFU_30470031,5,spatial_holdout
LFU_30470368,2,spatial_holdout
LFU_30470369,2,spatial_holdout
LFU_30471179,9,spatial_train
LFU_30472268,2,spatial_train
LFU_30473068,2,spatial_holdout
LFU_30476001,9,spatial_holdout
LFU_30476003,9,spatial_holdout
LFU_30480881,2,spatial_holdout
LFU_30481528,2,spatial_holdout
LFU_30481529,2,spatial_holdout
LFU_30491504,6,spatial_holdout
LFU_30491509,6,spatial_train
LFU_30491510,6,spatial_holdout
LFU_30491511,6,spatial_holdout
LFU_30491512,6,spatial_train
LFU_30491513,6,spatial_holdout
LFU_30491514,6,spatial_holdout
LFU_30491527,5,spatial_train
LFU_30491532,9,spatial_holdout
LFU_30491533,9,spatial_holdout
LFU_30500621,5,spatial_holdout
LFU_30509090,5,spatial_holdout
LFU_30509092,3,spatial_holdout
LFU_31391523,5,spatial_holdout
LFU_31391541,5,spatial_holdout
LFU_31391622,1,spatial_holdout
LFU_31391801,0,spatial_holdout
LFU_31400820,1,spatial_train
LFU_31400830,1,spatial_train
LFU_31409918,9,spatial_holdout
LFU_31410787,1,spatial_holdout
LFU_31410788,1,spatial_holdout
LFU_31419708,9,spatial_holdout
LFU_31419709,9,spatial_holdout
LFU_31419710,1,spatial_holdout
LFU_31419712,1,spatial_holdout
LFU_31419861,9,spatial_train
LFU_31429400,1,spatial_holdout
LFU_31429402,1,spatial_holdout
LFU_31429757,1,spatial_holdout
LFU_31439300,2,spatial_holdout
LFU_31445100,5,spatial_holdout
LFU_31445101,5,spatial_holdout
LFU_31445105,5,spatial_holdout
LFU_31445115,2,spatial_holdout
LFU_31449104,9,spatial_holdout
LFU_31449105,5,spatial_train
LFU_31449107,2,spatial_holdout
LFU_31449108,2,spatial_holdout
LFU_31449109,2,spatial_holdout
LFU_31449110,2,spatial_holdout
LFU_31449210,1,spatial_holdout
LFU_31449211,1,spatial_holdout
LFU_31449212,9,spatial_holdout
LFU_31454608,2,spatial_holdout
LFU_31454653,5,spatial_holdout
LFU_31455202,5,spatial_holdout
LFU_31464501,5,spatial_holdout
LFU_31464518,5,spatial_holdout
LFU_31464520,5,spatial_holdout
LFU_31464605,5,spatial_holdout
LFU_31464607,5,spatial_holdout
LFU_31464700,1,spatial_holdout
LFU_31464705,2,spatial_holdout
LFU_31464706,2,spatial_holdout
LFU_31471802,5,spatial_holdout
LFU_31471805,5,spatial_holdout
LFU_31471806,5,spatial_train
LFU_31471807,2,spatial_holdout
LFU_31471808,2,spatial_holdout
LFU_31471810,2,spatial_holdout
LFU_31471812,2,spatial_holdout
LFU_31471813,2,spatial_train
LFU_31471816,5,spatial_holdout
LFU_31471818,2,spatial_holdout
LFU_31471820,5,spatial_holdout
LFU_31471821,5,spatial_holdout
LFU_31480594,5,spatial_holdout
LFU_31481174,7,spatial_holdout
LFU_31481186,7,spatial_holdout
LFU_31481901,5,spatial_holdout
LFU_31481902,5,spatial_train
LFU_31481904,5,spatial_holdout
LFU_31481905,5,spatial_holdout
LFU_31481908,5,spatial_holdout
LFU_31481912,5,spatial_holdout
LFU_31481914,5,spatial_holdout
LFU_31481916,2,spatial_holdout
LFU_31481920,5,spatial_holdout
LFU_31481921,6,spatial_holdout
LFU_31481922,7,spatial_holdout
LFU_31481923,7,spatial_holdout
LFU_31481924,5,spatial_holdout
LFU_31481925,5,spatial_holdout
LFU_31481928,7,spatial_holdout
LFU_31481929,7,spatial_holdout
LFU_31481930,7,spatial_holdout
LFU_31481932,2,spatial_holdout
LFU_31481933,7,spatial_holdout
LFU_31481962,2,spatial_holdout
LFU_31481963,2,spatial_holdout
LFU_31481994,9,spatial_holdout
LFU_31481995,9,spatial_holdout
LFU_31490600,2,spatial_holdout
LFU_31491980,2,spatial_holdout
LFU_31491981,2,spatial_holdout
LFU_31491982,2,spatial_holdout
LFU_31491988,2,spatial_holdout
LFU_31500622,3,spatial_holdout
LFU_31500975,3,spatial_holdout
LFU_31502019,5,spatial_holdout
LFU_31502021,2,spatial_holdout
LFU_31502025,1,spatial_holdout
LFU_31502026,1,spatial_holdout
LFU_31502029,3,spatial_holdout
LFU_31502031,3,spatial_holdout
LFU_31502033,5,spatial_holdout
LFU_31502036,3,spatial_holdout
LFU_31502037,3,spatial_train
LFU_31502039,0,spatial_holdout
LFU_31502044,5,spatial_holdout
LFU_31502053,5,spatial_holdout
LFU_31502055,6,spatial_holdout
LFU_31502059,5,spatial_holdout
LFU_31502069,1,spatial_train
LFU_31502075,5,spatial_holdout
LFU_31502091,5,spatial_holdout
LFU_31506005,3,spatial_holdout
LFU_31510212,3,spatial_holdout
LFU_31512060,3,spatial_holdout
LFU_31512062,1,spatial_holdout
LFU_31512063,3,spatial_train
LFU_32392310,5,spatial_holdout
LFU_32392350,1,spatial_holdout
LFU_32392351,1,spatial_holdout
LFU_32417780,5,spatial_holdout
LFU_32419870,5,spatial_holdout
LFU_32419879,2,spatial_holdout
LFU_32419880,2,spatial_holdout
LFU_32429403,1,spatial_holdout
LFU_32429404,1,spatial_holdout
LFU_32445001,9,spatial_train
LFU_32445310,2,spatial_train
LFU_32449202,2,spatial_holdout
LFU_32449203,5,spatial_holdout
LFU_32449204,5,spatial_holdout
LFU_32449205,5,spatial_holdout
LFU_32449206,5,spatial_holdout
LFU_32449209,6,spatial_holdout
LFU_32449210,2,spatial_holdout
LFU_32449211,2,spatial_holdout
LFU_32454661,2,spatial_holdout
LFU_32454663,2,spatial_holdout
LFU_32454665,2,spatial_train
LFU_32455002,5,spatial_holdout
LFU_32455003,5,spatial_holdout
LFU_32455305,2,spatial_holdout
LFU_32455411,2,spatial_holdout
LFU_32455414,2,spatial_holdout
LFU_32455418,2,spatial_holdout
LFU_32455420,2,spatial_holdout
LFU_32462086,6,spatial_holdout
LFU_32462087,6,spatial_holdout
LFU_32464600,5,spatial_holdout
LFU_32464601,5,spatial_holdout
LFU_32464605,5,spatial_holdout
LFU_32464606,5,spatial_holdout
LFU_32465301,5,spatial_train
LFU_32465430,2,spatial_holdout
LFU_32471945,5,spatial_holdout
LFU_32471947,5,spatial_holdout
LFU_32471948,2,spatial_holdout
LFU_32471949,2,spatial_holdout
LFU_32471950,2,spatial_holdout
LFU_32471954,9,spatial_train
LFU_32471955,9,spatial_train
LFU_32471958,2,spatial_holdout
LFU_32472089,9,spatial_holdout
LFU_32481965,2,spatial_holdout
LFU_32481966,2,spatial_holdout
LFU_32481967,5,spatial_holdout
LFU_32482083,9,spatial_holdout
LFU_32492085,9,spatial_holdout
LFU_32502100,5,spatial_holdout
LFU_32502101,5,spatial_holdout
LFU_32502103,5,spatial_holdout
LFU_32502104,1,spatial_holdout
LFU_32502107,5,spatial_holdout
LFU_32502110,5,spatial_holdout
LFU_32502112,5,spatial_holdout
LFU_32502114,5,spatial_holdout
LFU_32502115,5,spatial_holdout
LFU_32502116,5,spatial_holdout
LFU_32502121,5,spatial_train
LFU_32502122,5,spatial_holdout
LFU_32502123,5,spatial_holdout
LFU_32502124,2,spatial_holdout
LFU_32502125,5,spatial_train
LFU_32502126,5,spatial_holdout
LFU_32502127,5,spatial_holdout
LFU_32502128,1,spatial_holdout
LFU_32502129,1,spatial_holdout
LFU_32502131,5,spatial_holdout
LFU_32502137,1,spatial_holdout
LFU_32502140,5,spatial_holdout
LFU_32502171,9,spatial_holdout
LFU_32510209,3,spatial_holdout
LFU_32510955,1,spatial_holdout
LFU_32512140,1,spatial_holdout
LFU_32512144,1,spatial_holdout
LFU_32512145,1,spatial_holdout
LFU_32512147,1,spatial_holdout
LFU_32512148,1,spatial_holdout
LFU_32512149,1,spatial_holdout
LFU_32512150,1,spatial_holdout
LFU_32512151,1,spatial_holdout
LFU_32512152,1,spatial_holdout
LFU_32512157,5,spatial_holdout
LFU_32512166,1,spatial_holdout
LFU_32512169,1,spatial_holdout
LFU_32520960,1,spatial_holdout
LFU_32522181,1,spatial_holdout
LFU_32522182,3,spatial_holdout
LFU_32522183,3,spatial_holdout
LFU_32522184,3,spatial_holdout
LFU_32529241,3,spatial_holdout
LFU_32529250,3,spatial_train
LFU_33392107,2,spatial_holdout
LFU_33392108,2,spatial_holdout
LFU_33392110,5,spatial_holdout
LFU_33392320,5,spatial_holdout
LFU_33407952,2,spatial_train
LFU_33417726,2,spatial_holdout
LFU_33419914,2,spatial_holdout
LFU_33419915,2,spatial_holdout
LFU_33419916,2,spatial_holdout
LFU_33427122,1,spatial_holdout
LFU_33427123,1,spatial_holdout
LFU_33427310,5,spatial_holdout
LFU_33427350,1,spatial_holdout
LFU_33427351,1,spatial_train
LFU_33427520,5,spatial_holdout
LFU_33437070,5,spatial_holdout
LFU_33437090,2,spatial_holdout
LFU_33437091,2,spatial_holdout
LFU_33437106,1,spatial_train
LFU_33437130,1,spatial_holdout
LFU_33437210,9,spatial_holdout
LFU_33437220,5,spatial_holdout
LFU_33442430,5,spatial_holdout
LFU_33442484,5,spatial_holdout
LFU_33447102,5,spatial_holdout
LFU_33447300,9,spatial_holdout
LFU_33452450,6,spatial_holdout
LFU_33452451,5,spatial_holdout
LFU_33452454,5,spatial_holdout
LFU_33455011,5,spatial_holdout
LFU_33455015,2,spatial_holdout
LFU_33455021,5,spatial_holdout
LFU_33455424,2,spatial_holdout
LFU_33455425,2,spatial_holdout
LFU_33455426,2,spatial_holdout
LFU_33465504,5,spatial_train
LFU_33465505,5,spatial_holdout
LFU_33465506,5,spatial_holdout
LFU_33470881,5,spatial_train
LFU_33470916,5,spatial_holdout
LFU_33470920,5,spatial_holdout
LFU_33470959,5,spatial_holdout
LFU_33471550,5,spatial_holdout
LFU_33482200,9,spatial_holdout
LFU_33502240,5,spatial_holdout
LFU_33502241,9,spatial_holdout
LFU_33502242,5,spatial_holdout
LFU_33502243,5,spatial_holdout
LFU_33502244,9,spatial_holdout
LFU_33502248,5,spatial_holdout
LFU_33502252,5,spatial_holdout
LFU_33502260,9,spatial_holdout
LFU_33510961,5,spatial_holdout
LFU_33512272,1,spatial_holdout
LFU_33512273,1,spatial_holdout
LFU_33512275,1,spatial_holdout
LFU_33512278,5,spatial_holdout
LFU_33512279,1,spatial_holdout
LFU_33512281,1,spatial_holdout
LFU_33512283,1,spatial_holdout
LFU_33512285,1,spatial_holdout
LFU_33512288,6,spatial_holdout
LFU_33512289,5,spatial_holdout
LFU_33512290,1,spatial_holdout
LFU_33512291,1,spatial_holdout
LFU_33512293,2,spatial_holdout
LFU_33520964,1,spatial_holdout
LFU_33520965,3,spatial_holdout
LFU_33520966,1,spatial_holdout
LFU_33520968,1,spatial_holdout
LFU_33522320,1,spatial_train
LFU_33522321,1,spatial_train
LFU_33522325,1,spatial_holdout
LFU_33522326,1,spatial_holdout
LFU_33522329,1,spatial_holdout
LFU_33522332,1,spatial_holdout
LFU_33522333,1,spatial_holdout
LFU_33522336,1,spatial_holdout
LFU_33522337,1,spatial_holdout
LFU_33522339,1,spatial_holdout
LFU_33522341,3,spatial_holdout
LFU_33522342,1,spatial_holdout
LFU_33522344,1,spatial_holdout
LFU_33522347,1,spatial_holdout
LFU_33532380,1,spatial_holdout
LFU_33532381,1,spatial_holdout
LFU_33532388,1,spatial_holdout
LFU_33532390,1,spatial_holdout
LFU_34392120,5,spatial_holdout
LFU_34392121,5,spatial_holdout
LFU_34392122,5,spatial_holdout
LFU_34396780,5,spatial_train
LFU_34402050,2,spatial_holdout
LFU_34407725,5,spatial_holdout
LFU_34416018,9,spatial_holdout
LFU_34416125,2,spatial_holdout
LFU_34417713,9,spatial_holdout
LFU_34426005,5,spatial_holdout
LFU_34426013,0,spatial_holdout
LFU_34426014,0,spatial_holdout
LFU_34426022,5,spatial_holdout
LFU_34426024,1,spatial_holdout
LFU_34426025,6,spatial_train
LFU_34426100,5,spatial_holdout
LFU_34426101,5,spatial_holdout
LFU_34426110,6,spatial_holdout
LFU_34427480,2,spatial_holdout
LFU_34427481,2,spatial_holdout
LFU_34442481,5,spatial_holdout
LFU_34447010,5,spatial_holdout
LFU_34447012,5,spatial_holdout
LFU_34447013,5,spatial_holdout
LFU_34447060,5,spatial_holdout
LFU_34447061,5,spatial_holdout
LFU_34447063,5,spatial_holdout
LFU_34471523,5,spatial_holdout
LFU_34471563,5,spatial_holdout
LFU_34471564,5,spatial_holdout
LFU_34480961,5,spatial_holdout
LFU_34480966,5,spatial_holdout
LFU_34481534,5,spatial_train
LFU_34481535,5,spatial_holdout
LFU_34481536,5,spatial_holdout
LFU_34491542,0,spatial_holdout
LFU_34491543,0,spatial_train
LFU_34491544,2,spatial_holdout
LFU_34495032,9,spatial_holdout
LFU_34500877,2,spatial_holdout
LFU_34500878,2,spatial_holdout
LFU_34502401,5,spatial_holdout
LFU_34502412,5,spatial_holdout
LFU_34502413,2,spatial_train
LFU_34502540,2,spatial_holdout
LFU_34505031,2,spatial_holdout
LFU_34510971,1,spatial_holdout
LFU_34512420,5,spatial_holdout
LFU_34512423,1,spatial_train
LFU_34512425,2,spatial_holdout
LFU_34512426,1,spatial_holdout
LFU_34512427,1,spatial_holdout
LFU_34512429,9,spatial_holdout
LFU_34515030,5,spatial_train
LFU_34515031,5,spatial_holdout
LFU_34522457,9,spatial_holdout
LFU_34522459,1,spatial_holdout
LFU_34522461,1,spatial_holdout
LFU_34522464,1,spatial_holdout
LFU_34522477,9,spatial_holdout
LFU_34522486,1,spatial_holdout
LFU_34522487,1,spatial_holdout
LFU_34522488,1,spatial_train
LFU_34522490,1,spatial_train
LFU_34522492,9,spatial_holdout
LFU_34522495,9,spatial_holdout
LFU_34522496,9,spatial_holdout
LFU_34522497,1,spatial_holdout
LFU_34532500,1,spatial_holdout
LFU_34532501,1,spatial_holdout
LFU_34532503,1,spatial_train
LFU_34532504,1,spatial_holdout
LFU_34532509,3,spatial_holdout
LFU_34532511,1,spatial_holdout
LFU_34532512,1,spatial_holdout
LFU_34532517,3,spatial_holdout
LFU_34532521,1,spatial_train
LFU_34532523,1,spatial_train
LFU_35396712,5,spatial_holdout
LFU_35396713,5,spatial_holdout
LFU_35405930,6,spatial_holdout
LFU_35406384,5,spatial_train
LFU_35406530,5,spatial_holdout
LFU_35412785,1,spatial_holdout
LFU_35416166,1,spatial_holdout
LFU_35416168,6,spatial_holdout
LFU_35416176,6,spatial_train
LFU_35416180,5,spatial_holdout
LFU_35422710,5,spatial_holdout
LFU_35432326,5,spatial_holdout
LFU_35432435,1,spatial_holdout
LFU_35432590,0,spatial_holdout
LFU_35442150,6,spatial_holdout
LFU_35442151,6,spatial_holdout
LFU_35442250,7,spatial_holdout
LFU_35442251,7,spatial_holdout
LFU_35442253,7,spatial_holdout
LFU_35442254,7,spatial_holdout
LFU_35442256,7,spatial_holdout
LFU_35459952,9,spatial_holdout
LFU_35459954,9,spatial_holdout
LFU_35481611,2,spatial_holdout
LFU_35481952,5,spatial_holdout
LFU_35485390,2,spatial_holdout
LFU_35512550,6,spatial_holdout
LFU_35522580,5,spatial_holdout
LFU_35522582,9,spatial_holdout
LFU_35522583,1,spatial_holdout
LFU_35522584,5,spatial_holdout
LFU_35522585,1,spatial_holdout
LFU_35522592,9,spatial_train
LFU_35522593,9,spatial_holdout
LFU_35522594,1,spatial_holdout
LFU_35532622,3,spatial_holdout
LFU_35532623,3,spatial_holdout
LFU_35532624,5,spatial_holdout
LFU_35532626,5,spatial_holdout
LFU_35532628,3,spatial_holdout
LFU_35532630,1,spatial_holdout
LFU_35532632,3,spatial_holdout
LFU_35532634,3,spatial_holdout
LFU_35532636,5,spatial_holdout
LFU_35532638,5,spatial_holdout
LFU_35535245,3,spatial_holdout
LFU_36412060,2,spatial_holdout
LFU_36412061,2,spatial_holdout
LFU_36412062,2,spatial_holdout
LFU_36413850,9,spatial_holdout
LFU_36413851,9,spatial_holdout
LFU_36441930,5,spatial_train
LFU_36441931,5,spatial_holdout
LFU_36441932,5,spatial_holdout
LFU_36441935,2,spatial_holdout
LFU_36441936,5,spatial_holdout
LFU_36441944,5,spatial_holdout
LFU_36441946,9,spatial_holdout
LFU_36441950,5,spatial_holdout
LFU_36441951,5,spatial_holdout
LFU_36441968,2,spatial_holdout
LFU_36441970,5,spatial_holdout
LFU_36441971,5,spatial_holdout
LFU_36441972,5,spatial_holdout
LFU_36441976,5,spatial_holdout
LFU_36441981,2,spatial_holdout
LFU_36441990,7,spatial_holdout
LFU_36441991,5,spatial_holdout
LFU_36451317,9,spatial_train
LFU_36451328,1,spatial_holdout
LFU_36451329,1,spatial_holdout
LFU_36451340,9,spatial_holdout
LFU_36451341,9,spatial_holdout
LFU_36451342,9,spatial_train
LFU_36451351,1,spatial_holdout
LFU_36451352,1,spatial_holdout
LFU_36451921,9,spatial_holdout
LFU_36451922,9,spatial_holdout
LFU_36451938,9,spatial_holdout
LFU_36451939,9,spatial_holdout
LFU_36459946,9,spatial_holdout
LFU_36461325,1,spatial_holdout
LFU_36461326,1,spatial_holdout
LFU_36461327,1,spatial_holdout
LFU_36465000,1,spatial_holdout
LFU_36465001,1,spatial_holdout
LFU_36471633,9,spatial_holdout
LFU_36471635,9,spatial_holdout
LFU_36471636,9,spatial_holdout
LFU_36480941,2,spatial_holdout
LFU_36481586,5,spatial_holdout
LFU_36481587,5,spatial_holdout
LFU_36491640,5,spatial_train
LFU_36500580,2,spatial_holdout
LFU_36501660,5,spatial_holdout
LFU_36501661,5,spatial_train
LFU_36505189,2,spatial_holdout
LFU_36511628,5,spatial_holdout
LFU_36520280,5,spatial_holdout
LFU_36521678,5,spatial_holdout
LFU_36522651,5,spatial_holdout
LFU_36532601,5,spatial_holdout
LFU_36532653,9,spatial_holdout
LFU_36532655,7,spatial_holdout
LFU_36532660,5,spatial_holdout
LFU_36532663,7,spatial_holdout
LFU_36532664,7,spatial_holdout
LFU_36532666,5,spatial_holdout
LFU_36532674,7,spatial_holdout
LFU_36532677,7,spatial_holdout
LFU_36532681,9,spatial_holdout
LFU_36532684,7,spatial_holdout
LFU_36532685,7,spatial_holdout
LFU_36532690,5,spatial_holdout
LFU_37413680,2,spatial_holdout
LFU_37413681,2,spatial_train
LFU_37413733,9,spatial_holdout
LFU_37413734,9,spatial_holdout
LFU_37413750,2,spatial_holdout
LFU_37413760,5,spatial_holdout
LFU_37413820,5,spatial_holdout
LFU_37413822,5,spatial_holdout
LFU_37421572,5,spatial_holdout
LFU_37423400,2,spatial_holdout
LFU_37431578,5,spatial_holdout
LFU_37431579,2,spatial_holdout
LFU_37431581,2,spatial_holdout
LFU_37431605,9,spatial_holdout
LFU_37431606,2,spatial_holdout
LFU_37431607,2,spatial_holdout
LFU_37431614,2,spatial_holdout
LFU_37431615,2,spatial_holdout
LFU_37431616,2,spatial_holdout
LFU_37431651,2,spatial_holdout
LFU_37441682,5,spatial_holdout
LFU_37441817,5,spatial_holdout
LFU_37441820,5,spatial_holdout
LFU_37441837,6,spatial_holdout
LFU_37441838,6,spatial_holdout
LFU_37441839,6,spatial_holdout
LFU_37441840,6,spatial_holdout
LFU_37441852,2,spatial_train
LFU_37441853,6,spatial_holdout
LFU_37441882,5,spatial_train
LFU_37451300,5,spatial_holdout
LFU_37451400,5,spatial_holdout
LFU_37451900,2,spatial_holdout
