id,spatial_split
LFU_31481925,spatial_train
LFU_31481928,spatial_train
LFU_31481929,spatial_train
LFU_31481930,spatial_train
LFU_31481932,spatial_train
LFU_31481933,spatial_test
LFU_31481962,spatial_train
LFU_31481963,spatial_train
LFU_31481994,spatial_train
LFU_31481995,spatial_train
LFU_31490600,spatial_train
LFU_31491980,spatial_train
LFU_31491981,spatial_train
LFU_31491982,spatial_train
LFU_31491988,spatial_train
LFU_31500622,spatial_train
LFU_31500975,spatial_train
LFU_31502019,spatial_train
LFU_31502021,spatial_train
LFU_31502025,spatial_train
LFU_31502026,spatial_train
LFU_31502029,spatial_train
LFU_31502031,spatial_train
LFU_31502033,spatial_train
LFU_31502036,spatial_test
LFU_31502037,spatial_train
LFU_31502039,spatial_train
LFU_31502044,spatial_train
LFU_31502053,spatial_train
LFU_31502055,spatial_train
LFU_31502059,spatial_train
LFU_31502069,spatial_train
LFU_31502075,spatial_train
LFU_31502091,spatial_train
LFU_31506005,spatial_train
LFU_31510212,spatial_train
LFU_31512060,spatial_val
LFU_31512062,spatial_train
LFU_31512063,spatial_train
LFU_32392310,spatial_train
LFU_32392350,spatial_val
LFU_32392351,spatial_train
LFU_32417780,spatial_train
LFU_32419870,spatial_train
LFU_32419879,spatial_train
LFU_32419880,spatial_train
LFU_32429403,spatial_train
LFU_32429404,spatial_train
LFU_32445001,spatial_val
LFU_32445310,spatial_train
LFU_32449202,spatial_train
LFU_32449203,spatial_train
LFU_32449204,spatial_train
LFU_32449205,spatial_train
LFU_32449206,spatial_train
LFU_32449209,spatial_train
LFU_32449210,spatial_train
LFU_32449211,spatial_train
LFU_32454661,spatial_train
LFU_32454663,spatial_train
LFU_32454665,spatial_test
LFU_32455002,spatial_train
LFU_32455003,spatial_train
LFU_32455305,spatial_train
LFU_32455411,spatial_test
LFU_32455414,spatial_train
LFU_32455418,spatial_train
LFU_32455420,spatial_train
LFU_32462086,spatial_train
LFU_32462087,spatial_train
LFU_32464600,spatial_train
LFU_32464601,spatial_train
LFU_32464605,spatial_train
LFU_32464606,spatial_train
LFU_32465301,spatial_train
LFU_32465430,spatial_train
LFU_32471945,spatial_train
LFU_32471947,spatial_train
LFU_32471948,spatial_train
LFU_32471949,spatial_train
LFU_32471950,spatial_train
LFU_32471954,spatial_train
LFU_32471955,spatial_train
LFU_32471958,spatial_train
LFU_32472089,spatial_train
LFU_32481965,spatial_train
LFU_32481966,spatial_train
LFU_32481967,spatial_train
LFU_32482083,spatial_train
LFU_32492085,spatial_train
LFU_32502100,spatial_train
LFU_32502101,spatial_train
LFU_32502103,spatial_train
LFU_32502104,spatial_train
LFU_32502107,spatial_train
LFU_32502110,spatial_train
LFU_32502112,spatial_train
LFU_32502114,spatial_train
LFU_32502115,spatial_train
LFU_32502116,spatial_train
LFU_32502121,spatial_test
LFU_32502122,spatial_test
LFU_32502123,spatial_test
LFU_32502124,spatial_test
LFU_32502125,spatial_train
LFU_32502126,spatial_test
LFU_32502127,spatial_train
LFU_32502128,spatial_train
LFU_32502129,spatial_test
LFU_32502131,spatial_train
LFU_32502137,spatial_train
LFU_32502140,spatial_train
LFU_32502171,spatial_train
LFU_32510209,spatial_train
LFU_32510955,spatial_train
LFU_32512140,spatial_train
LFU_32512144,spatial_train
LFU_32512145,spatial_train
LFU_32512147,spatial_train
LFU_32512148,spatial_test
LFU_32512149,spatial_train
LFU_32512150,spatial_train
LFU_32512151,spatial_train
LFU_32512152,spatial_train
LFU_32512157,spatial_train
LFU_32512166,spatial_test
LFU_32512169,spatial_train
LFU_32520960,spatial_train
LFU_32522181,spatial_train
LFU_32522182,spatial_train
LFU_32522183,spatial_train
LFU_32522184,spatial_train
LFU_32529241,spatial_train
LFU_32529250,spatial_train
LFU_33392107,spatial_train
LFU_33392108,spatial_train
LFU_33392110,spatial_train
LFU_33392320,spatial_train
LFU_33407952,spatial_train
LFU_33417726,spatial_train
LFU_33419914,spatial_train
LFU_33419915,spatial_train
LFU_33419916,spatial_train
LFU_33427122,spatial_train
LFU_33427123,spatial_train
LFU_33427310,spatial_train
LFU_33427350,spatial_train
LFU_33427351,spatial_train
LFU_33427520,spatial_train
LFU_33437070,spatial_train
LFU_33437090,spatial_train
LFU_33437091,spatial_train
LFU_33437106,spatial_train
LFU_33437130,spatial_train
LFU_33437210,spatial_val
LFU_33437220,spatial_train
LFU_33442430,spatial_train
LFU_33442484,spatial_train
LFU_33447102,spatial_train
LFU_33447300,spatial_train
LFU_33452450,spatial_train
LFU_33452451,spatial_train
LFU_33452454,spatial_train
LFU_33455011,spatial_test
LFU_33455015,spatial_train
LFU_33455021,spatial_train
LFU_33455424,spatial_train
LFU_33455425,spatial_train
LFU_33455426,spatial_val
LFU_33465504,spatial_train
LFU_33465505,spatial_train
LFU_33465506,spatial_train
LFU_33470881,spatial_train
LFU_33470916,spatial_test
LFU_33470920,spatial_train
LFU_33470959,spatial_train
LFU_33471550,spatial_train
LFU_33482200,spatial_train
LFU_33502240,spatial_test
LFU_33502241,spatial_train
LFU_33502242,spatial_train
LFU_33502243,spatial_train
LFU_33502244,spatial_train
LFU_33502248,spatial_test
LFU_33502252,spatial_train
LFU_33502260,spatial_train
LFU_33510961,spatial_val
LFU_33512272,spatial_train
LFU_33512273,spatial_train
LFU_33512275,spatial_train
LFU_33512278,spatial_test
LFU_33512279,spatial_train
LFU_33512281,spatial_train
LFU_33512283,spatial_train
LFU_33512285,spatial_train
LFU_33512288,spatial_train
LFU_33512289,spatial_train
LFU_33512290,spatial_test
LFU_33512291,spatial_train
LFU_33512293,spatial_train
LFU_33520964,spatial_train
LFU_33520965,spatial_train
LFU_33520966,spatial_train
LFU_33520968,spatial_train
LFU_33522320,spatial_train
LFU_33522321,spatial_test
LFU_33522325,spatial_train
LFU_33522326,spatial_train
LFU_33522329,spatial_val
LFU_33522332,spatial_test
LFU_33522333,spatial_train
LFU_33522336,spatial_train
LFU_33522337,spatial_train
LFU_33522339,spatial_test
LFU_33522341,spatial_train
LFU_33522342,spatial_train
LFU_33522344,spatial_train
LFU_33522347,spatial_train
LFU_33532380,spatial_train
LFU_33532381,spatial_train
LFU_33532388,spatial_train
LFU_33532390,spatial_train
LFU_34392120,spatial_train
LFU_34392121,spatial_train
LFU_34392122,spatial_train
LFU_34396780,spatial_train
LFU_34402050,spatial_train
LFU_34407725,spatial_train
LFU_34416018,spatial_train
LFU_34416125,spatial_train
LFU_34417713,spatial_train
LFU_34426005,spatial_train
LFU_34426013,spatial_train
LFU_34426014,spatial_train
LFU_34426022,spatial_train
LFU_34426024,spatial_train
LFU_34426025,spatial_train
LFU_34426100,spatial_train
LFU_34426101,spatial_train
LFU_34426110,spatial_train
LFU_34427480,spatial_train
LFU_34427481,spatial_train
LFU_34442481,spatial_train
LFU_34447010,spatial_train
LFU_34447012,spatial_train
LFU_34447013,spatial_train
LFU_34447060,spatial_train
LFU_34447061,spatial_train
LFU_34447063,spatial_train
LFU_34471523,spatial_train
LFU_34471563,spatial_train
LFU_34471564,spatial_train
LFU_34480961,spatial_train
LFU_34480966,spatial_train
LFU_34481534,spatial_train
LFU_34481535,spatial_train
LFU_34481536,spatial_train
LFU_34491542,spatial_train
LFU_34491543,spatial_train
LFU_34491544,spatial_train
LFU_34495032,spatial_train
LFU_34500877,spatial_train
LFU_34500878,spatial_test
LFU_34502401,spatial_train
LFU_34502412,spatial_train
LFU_34502413,spatial_train
LFU_34502540,spatial_train
LFU_34505031,spatial_train
LFU_34510971,spatial_train
LFU_34512420,spatial_train
LFU_34512423,spatial_test
LFU_34512425,spatial_val
LFU_34512426,spatial_train
LFU_34512427,spatial_train
LFU_34512429,spatial_train
LFU_34515030,spatial_train
LFU_34515031,spatial_train
LFU_34522457,spatial_train
LFU_34522459,spatial_train
LFU_34522461,spatial_train
LFU_34522464,spatial_train
LFU_34522477,spatial_train
LFU_34522486,spatial_train
LFU_34522487,spatial_train
LFU_34522488,spatial_train
LFU_34522490,spatial_train
LFU_34522492,spatial_val
LFU_34522495,spatial_train
LFU_34522496,spatial_train
LFU_34522497,spatial_test
LFU_34532500,spatial_train
LFU_34532501,spatial_train
LFU_34532503,spatial_train
LFU_34532504,spatial_train
LFU_34532509,spatial_train
LFU_34532511,spatial_train
LFU_34532512,spatial_train
LFU_34532517,spatial_train
LFU_34532521,spatial_test
LFU_34532523,spatial_train
LFU_35396712,spatial_train
LFU_35396713,spatial_train
LFU_35405930,spatial_train
LFU_35406384,spatial_train
LFU_35406530,spatial_train
LFU_35412785,spatial_train
LFU_35416166,spatial_train
LFU_35416168,spatial_train
LFU_35416176,spatial_train
LFU_35416180,spatial_train
LFU_35422710,spatial_train
LFU_35432326,spatial_train
LFU_35432435,spatial_train
LFU_35432590,spatial_train
LFU_35442150,spatial_train
LFU_35442151,spatial_train
LFU_35442250,spatial_train
LFU_35442251,spatial_train
LFU_35442253,spatial_train
LFU_35442254,spatial_train
LFU_35442256,spatial_train
LFU_35459952,spatial_train
LFU_35459954,spatial_train
LFU_35481611,spatial_train
LFU_35481952,spatial_train
LFU_35485390,spatial_train
LFU_35512550,spatial_train
LFU_35522580,spatial_train
LFU_35522582,spatial_train
LFU_35522583,spatial_train
LFU_35522584,spatial_train
LFU_35522585,spatial_train
LFU_35522592,spatial_val
LFU_35522593,spatial_train
LFU_35522594,spatial_train
LFU_35532622,spatial_test
LFU_35532623,spatial_train
LFU_35532624,spatial_train
LFU_35532626,spatial_train
LFU_35532628,spatial_test
LFU_35532630,spatial_train
LFU_35532632,spatial_train
LFU_35532634,spatial_train
LFU_35532636,spatial_train
LFU_35532638,spatial_train
LFU_35535245,spatial_train
LFU_36412060,spatial_train
LFU_36412061,spatial_train
LFU_36412062,spatial_train
LFU_36413850,spatial_train
LFU_36413851,spatial_train
LFU_36441930,spatial_val
LFU_36441931,spatial_train
LFU_36441932,spatial_train
LFU_36441935,spatial_train
LFU_36441936,spatial_test
LFU_36441944,spatial_train
LFU_36441946,spatial_train
LFU_36441950,spatial_train
LFU_36441951,spatial_test
LFU_36441968,spatial_train
LFU_36441970,spatial_train
LFU_36441971,spatial_train
LFU_36441972,spatial_train
LFU_36441976,spatial_test
LFU_36441981,spatial_train
LFU_36441990,spatial_train
LFU_36441991,spatial_train
LFU_36451317,spatial_train
LFU_36451328,spatial_train
LFU_36451329,spatial_train
LFU_36451340,spatial_train
LFU_36451341,spatial_train
LFU_36451342,spatial_train
LFU_36451351,spatial_train
LFU_36451352,spatial_train
LFU_36451921,spatial_val
LFU_36451922,spatial_train
LFU_36451938,spatial_train
LFU_36451939,spatial_train
LFU_36459946,spatial_train
LFU_36461325,spatial_train
LFU_36461326,spatial_train
LFU_36461327,spatial_train
LFU_36465000,spatial_train
LFU_36465001,spatial_train
LFU_36471633,spatial_train
LFU_36471635,spatial_train
LFU_36471636,spatial_train
LFU_36480941,spatial_train
LFU_36481586,spatial_train
LFU_36481587,spatial_train
LFU_36491640,spatial_train
LFU_36500580,spatial_train
LFU_36501660,spatial_train
LFU_36501661,spatial_train
LFU_36505189,spatial_train
LFU_36511628,spatial_train
LFU_36520280,spatial_train
LFU_36521678,spatial_train
LFU_36522651,spatial_train
LFU_36532601,spatial_train
LFU_36532653,spatial_train
LFU_36532655,spatial_test
LFU_36532660,spatial_train
LFU_36532663,spatial_train
LFU_36532664,spatial_test
LFU_36532666,spatial_test
LFU_36532674,spatial_train
LFU_36532677,spatial_train
LFU_36532681,spatial_train
LFU_36532684,spatial_train
LFU_36532685,spatial_train
LFU_36532690,spatial_train
LFU_37413680,spatial_train
LFU_37413681,spatial_train
LFU_37413733,spatial_train
LFU_37413734,spatial_train
LFU_37413750,spatial_train
LFU_37413760,spatial_train
LFU_37413820,spatial_train
LFU_37413822,spatial_train
LFU_37421572,spatial_train
LFU_37423400,spatial_train
LFU_37431578,spatial_test
LFU_37431579,spatial_train
LFU_37431581,spatial_test
LFU_37431605,spatial_train
LFU_37431606,spatial_train
LFU_37431607,spatial_train
LFU_37431614,spatial_train
LFU_37431615,spatial_train
LFU_37431616,spatial_train
LFU_37431651,spatial_train
LFU_37441682,spatial_train
LFU_37441817,spatial_train
LFU_37441820,spatial_train
LFU_37441837,spatial_train
LFU_37441838,spatial_train
LFU_37441839,spatial_train
LFU_37441840,spatial_train
LFU_37441852,spatial_train
LFU_37441853,spatial_train
LFU_37441882,spatial_train
LFU_37451300,spatial_train
LFU_37451400,spatial_train
LFU_37451900,spatial_train
LFU_37451901,spatial_train
LFU_37451902,spatial_train
LFU_37451906,spatial_train
LFU_37451911,spatial_train
LFU_37451912,spatial_train
LFU_37465064,spatial_train
LFU_37465066,spatial_train
LFU_37465069,spatial_train
LFU_37471642,spatial_train
LFU_37471699,spatial_train
LFU_37471707,spatial_train
LFU_37475042,spatial_train
LFU_37491644,spatial_train
LFU_37511768,spatial_train
LFU_37511772,spatial_train
LFU_37511774,spatial_train
LFU_37520272,spatial_train
LFU_37529010,spatial_val
LFU_37529019,spatial_train
LFU_37529023,spatial_train
LFU_37529025,spatial_train
LFU_37530165,spatial_train
LFU_37530262,spatial_train
LFU_37530420,spatial_train
LFU_37532730,spatial_train
LFU_37532731,spatial_train
LFU_37532733,spatial_train
LFU_37532735,spatial_test
LFU_37532740,spatial_val
LFU_37539026,spatial_train
LFU_37539029,spatial_train
LFU_37539033,spatial_train
LFU_37539034,spatial_train
LFU_37539047,spatial_train
LFU_37539048,spatial_train
LFU_37539423,spatial_train
LFU_37539425,spatial_train
LFU_38404660,spatial_train
LFU_38404670,spatial_train
LFU_38413420,spatial_train
LFU_38413421,spatial_train
LFU_38413440,spatial_train
LFU_38413441,spatial_train
LFU_38413442,spatial_train
LFU_38413453,spatial_train
LFU_38413454,spatial_train
LFU_38413485,spatial_train
LFU_38413486,spatial_train
LFU_38413490,spatial_train
LFU_38421562,spatial_train
LFU_38421566,spatial_train
LFU_38421580,spatial_train
LFU_38421581,spatial_train
LFU_38423250,spatial_val
LFU_38431487,spatial_train
LFU_38431490,spatial_train
LFU_38431515,spatial_train
LFU_38431580,spatial_val
LFU_38431585,spatial_train
LFU_38441717,spatial_train
LFU_38441727,spatial_train
LFU_38441729,spatial_train
LFU_38441730,spatial_train
LFU_38441737,spatial_train
LFU_38441738,spatial_train
LFU_38441739,spatial_train
LFU_38441747,spatial_train
LFU_38441748,spatial_train
LFU_38441749,spatial_train
LFU_38441750,spatial_train
LFU_38441774,spatial_train
LFU_38441781,spatial_train
LFU_38441782,spatial_train
LFU_38441783,spatial_train
LFU_38441785,spatial_train
LFU_38451286,spatial_train
LFU_38451306,spatial_train
LFU_38451375,spatial_train
LFU_38451384,spatial_train
LFU_38451395,spatial_train
LFU_38460575,spatial_train
LFU_38461266,spatial_train
LFU_38461741,spatial_train
LFU_38470840,spatial_train
LFU_38470949,spatial_train
LFU_38471711,spatial_train
LFU_38480325,spatial_train
LFU_38481322,spatial_train
LFU_38490947,spatial_train
LFU_38500184,spatial_train
LFU_38501726,spatial_train
LFU_38501728,spatial_train
LFU_38501732,spatial_train
LFU_38501758,spatial_train
LFU_38511789,spatial_train
LFU_38515029,spatial_train
LFU_38521802,spatial_train
LFU_38521803,spatial_val
LFU_38525106,spatial_train
LFU_38530421,spatial_train
LFU_38532820,spatial_train
LFU_38532823,spatial_train
LFU_38532828,spatial_val
LFU_38532829,spatial_train
LFU_38532832,spatial_train
LFU_38532833,spatial_train
LFU_38532834,spatial_train
LFU_38532835,spatial_train
LFU_38532836,spatial_train
LFU_38532837,spatial_train
LFU_38539084,spatial_test
LFU_38539085,spatial_train
LFU_38539090,spatial_train
LFU_38539092,spatial_train
LFU_38539093,spatial_train
LFU_38540249,spatial_train
LFU_38549040,spatial_train
LFU_39423102,spatial_train
LFU_39423103,spatial_train
LFU_39431422,spatial_train
LFU_39431451,spatial_train
LFU_39431452,spatial_train
LFU_39441108,spatial_train
LFU_39441116,spatial_train
LFU_39441160,spatial_train
LFU_39441161,spatial_train
LFU_39441714,spatial_train
LFU_39451151,spatial_train
LFU_39451179,spatial_train
LFU_39451180,spatial_train
LFU_39451252,spatial_train
LFU_39451260,spatial_train
LFU_39451270,spatial_train
LFU_39451280,spatial_train
LFU_39461210,spatial_train
LFU_39461225,spatial_train
LFU_39461262,spatial_train
LFU_39461290,spatial_train
LFU_39471205,spatial_train
LFU_39471208,spatial_train
LFU_39476001,spatial_train
LFU_39481746,spatial_train
LFU_39486014,spatial_train
LFU_39490830,spatial_train
LFU_39496056,spatial_train
LFU_39496057,spatial_train
LFU_39506103,spatial_train
LFU_39511820,spatial_train
LFU_39521830,spatial_train
LFU_39521831,spatial_train
LFU_39530277,spatial_train
LFU_39532920,spatial_train
LFU_39532923,spatial_train
LFU_39536005,spatial_train
LFU_39539079,spatial_train
LFU_39539080,spatial_train
LFU_39549051,spatial_train
LFU_39549052,spatial_train
LFU_39549064,spatial_train
LFU_39549065,spatial_train
LFU_39549066,spatial_train
LFU_39549076,spatial_train
LFU_39549077,spatial_train
LFU_40431025,spatial_train
LFU_40441020,spatial_train
LFU_40441030,spatial_train
LFU_40476206,spatial_train
LFU_40476209,spatial_train
LFU_40490509,spatial_train
LFU_40496302,spatial_test
LFU_40496303,spatial_train
LFU_40496307,spatial_train
LFU_40496308,spatial_train
LFU_40496316,spatial_val
LFU_40496317,spatial_train
LFU_40506354,spatial_train
LFU_40506355,spatial_train
LFU_40525009,spatial_train
LFU_40525029,spatial_train
LFU_40536001,spatial_train
LFU_40536003,spatial_train
LFU_40536004,spatial_train
LFU_40536005,spatial_train
LFU_40536007,spatial_train
LFU_40536008,spatial_train
LFU_40546008,spatial_train
LFU_40546013,spatial_train
LFU_40546034,spatial_train
LFU_40546040,spatial_train
LFU_40546052,spatial_train
LFU_41448102,spatial_train
LFU_41466003,spatial_train
LFU_41466504,spatial_train
LFU_41466509,spatial_train
LFU_41469014,spatial_train
LFU_41470010,spatial_train
LFU_41476552,spatial_train
LFU_41476562,spatial_train
LFU_41486086,spatial_train
LFU_41486087,spatial_train
LFU_41486604,spatial_test
LFU_41486609,spatial_test
LFU_41496009,spatial_train
LFU_41510110,spatial_train
LFU_41510121,spatial_train
LFU_41526052,spatial_train
LFU_41535001,spatial_train
LFU_42458092,spatial_train
LFU_42486010,spatial_train
LFU_42496902,spatial_train
LFU_42496911,spatial_train
LFU_42496913,spatial_train
LFU_42500025,spatial_train
LFU_42509024,spatial_train
